Driver,Team,GP,Rule_Era,AirTemp_p1,Humidity_p1,Pressure_p1,Rainfall_p1,laptime_sum_sectortimes_p1,LapTimeDiff_p1,Compound_p1,AirTemp_p2,Humidity_p2,Pressure_p2,Rainfall_p2,laptime_sum_sectortimes_p2,LapTimeDiff_p2,Compound_p2,AirTemp_p3,Humidity_p3,Pressure_p3,Rainfall_p3,laptime_sum_sectortimes_p3,LapTimeDiff_p3,Compound_p3,Sprint-Session,AirTemp_sprint_quali,Humidity_sprint_quali,Pressure_sprint_quali,Rainfall_sprint_quali,laptime_sum_sectortimes_sprint_quali,LapTimeDiff_sprint_quali,Compound_sprint_quali,AirTemp_quali,Humidity_quali,Pressure_quali,Rainfall_quali,Compound_quali,Season,Sprint_Race_Era,Sprint_Weekend,race_round,gp_id,Team_Lineage,Type,Direction,Circut_length,Turns,Pace_profile,Flat_out_run,Slow_turns,Medium_turns,High_speed_turns,Turn_density,Complexity_label
KVY,AlphaTauri,Abu Dhabi GP,High-Downforce,25.7,35.8,1016.7,0.0,99.15,1.7720000000000056,MEDIUM,23.9,46.5,1017.1,0.0,97.596,1.4990000000000094,SOFT,24.4,50.7,1015.8,0.0,97.266,1.0150000000000006,SOFT,,,,,,,,,23.2,62.2,1016.4,0.0,SOFT,2020,2023-2026,0,17,57,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
RAI,Alfa Romeo Racing,Abu Dhabi GP,High-Downforce,25.8,35.7,1016.9,0.0,99.199,1.820999999999998,SOFT,24.0,46.3,1017.0,0.0,98.068,1.971000000000004,SOFT,24.4,50.4,1016.0,0.0,98.269,2.0180000000000007,SOFT,,,,,,,,,23.4,61.3,1016.2,0.0,SOFT,2020,2023-2026,0,17,57,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
SAI,McLaren,Abu Dhabi GP,High-Downforce,25.8,34.7,1016.9,0.0,99.33,1.9519999999999984,SOFT,24.0,46.1,1017.0,0.0,97.616,1.5190000000000057,SOFT,24.4,50.8,1015.9,0.0,97.068,0.8169999999999931,SOFT,,,,,,,,,23.2,62.6,1016.4,0.0,SOFT,2020,2023-2026,0,17,57,McLaren,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
LEC,Ferrari,Abu Dhabi GP,High-Downforce,25.8,34.7,1016.9,0.0,99.344,1.965999999999994,HARD,24.0,46.3,1017.0,0.0,97.508,1.4110000000000014,SOFT,24.6,50.7,1015.9,0.0,97.27,1.0189999999999912,SOFT,,,,,,,,,23.2,62.2,1016.4,0.0,SOFT,2020,2023-2026,0,17,57,Ferrari,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
NOR,McLaren,Abu Dhabi GP,High-Downforce,25.8,35.7,1016.9,0.0,99.352,1.974000000000004,SOFT,24.0,46.3,1017.0,0.0,97.43800000000002,1.3410000000000224,SOFT,24.5,50.7,1016.1,0.0,96.994,0.742999999999995,SOFT,,,,,,,,,23.2,62.2,1016.4,0.0,SOFT,2020,2023-2026,0,17,57,McLaren,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
VET,Ferrari,Abu Dhabi GP,High-Downforce,25.5,34.6,1016.7,0.0,99.67,2.2920000000000016,MEDIUM,24.0,46.4,1017.1,0.0,98.198,2.100999999999999,SOFT,24.6,50.7,1015.9,0.0,97.728,1.4769999999999897,SOFT,,,,,,,,,23.4,62.0,1016.3,0.0,SOFT,2020,2023-2026,0,17,57,Ferrari,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
RUS,Williams,Abu Dhabi GP,High-Downforce,25.7,35.7,1016.9,0.0,100.446,3.067999999999998,MEDIUM,24.3,43.8,1016.9,0.0,98.817,2.719999999999999,SOFT,24.6,50.8,1015.9,0.0,97.886,1.634999999999991,SOFT,,,,,,,,,23.5,60.4,1016.2,0.0,SOFT,2020,2023-2026,0,17,57,Williams,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
LAT,Williams,Abu Dhabi GP,High-Downforce,25.7,34.9,1017.3,0.0,101.063,3.6850000000000014,SOFT,24.2,45.0,1016.9,0.0,99.099,3.002000000000009,SOFT,24.6,50.8,1015.9,0.0,98.765,2.513999999999996,SOFT,,,,,,,,,23.6,61.6,1016.1,0.0,SOFT,2020,2023-2026,0,17,57,Williams,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
FIT,Haas F1 Team,Abu Dhabi GP,High-Downforce,25.5,35.2,1016.7,0.0,104.069,6.6910000000000025,SOFT,24.0,46.3,1017.0,0.0,99.02700000000002,2.930000000000021,SOFT,24.4,50.8,1015.9,0.0,99.159,2.9080000000000013,SOFT,,,,,,,,,23.3,61.6,1016.1,0.0,SOFT,2020,2023-2026,0,17,57,Haas F1 Team,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
RIC,Renault,Abu Dhabi GP,High-Downforce,,,,,,,,24.0,46.4,1017.1,0.0,97.508,1.4110000000000014,SOFT,24.4,50.7,1015.8,0.0,96.877,0.6259999999999906,SOFT,,,,,,,,,23.4,62.0,1016.3,0.0,SOFT,2020,2023-2026,0,17,57,Alpine-Renault,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
MAG,Haas F1 Team,Abu Dhabi GP,High-Downforce,,,,,,,,24.0,45.7,1017.0,0.0,98.504,2.4070000000000107,SOFT,24.4,50.8,1015.9,0.0,98.457,2.205999999999989,SOFT,,,,,,,,,23.5,60.4,1016.2,0.0,SOFT,2020,2023-2026,0,17,57,Haas F1 Team,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
GIO,Alfa Romeo Racing,Abu Dhabi GP,High-Downforce,,,,,,,,23.9,46.7,1017.2,0.0,98.564,2.4669999999999987,SOFT,24.4,50.4,1016.0,0.0,97.9,1.649000000000001,SOFT,,,,,,,,,23.4,62.0,1016.3,0.0,SOFT,2020,2023-2026,0,17,57,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Anti-clockwise,5.28,16,Balanced-high speed,1120,5,6,5,3.03,Balanced
HAM,Mercedes,Austrian GP,High-Downforce,18.4,70.1,939.7,0.0,64.816,0.0,SOFT,21.5,53.9,939.4,0.0,64.304,0.0,SOFT,23.9,37.7,942.0,0.0,64.13,0.0,SOFT,,,,,,,,,24.8,34.6,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Mercedes,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
BOT,Mercedes,Austrian GP,High-Downforce,18.9,70.9,939.6,0.0,65.172,0.3559999999999945,SOFT,20.9,56.5,939.5,0.0,64.501,0.1970000000000027,SOFT,23.9,37.7,942.0,0.0,64.277,0.1470000000000055,SOFT,,,,,,,,,25.1,34.0,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Mercedes,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
VER,Red Bull Racing,Austrian GP,High-Downforce,18.9,70.3,939.8,0.0,65.418,0.6020000000000039,SOFT,21.3,54.6,939.5,0.0,65.215,0.9110000000000014,SOFT,22.6,38.9,942.0,0.0,64.413,0.2830000000000012,SOFT,,,,,,,,,24.8,34.6,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Red Bull Racing,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
SAI,McLaren,Austrian GP,High-Downforce,18.2,71.1,939.7,0.0,65.431,0.6149999999999949,SOFT,21.4,53.9,939.4,0.0,65.352,1.0480000000000018,SOFT,23.3,38.6,941.9,0.0,65.17699999999999,1.046999999999997,SOFT,,,,,,,,,25.1,34.0,940.5,0.0,SOFT,2020,2023-2026,0,1,42,McLaren,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
PER,Racing Point,Austrian GP,High-Downforce,18.9,70.9,939.6,0.0,65.512,0.695999999999998,SOFT,20.7,56.6,939.5,0.0,64.945,0.6409999999999911,SOFT,23.7,38.3,941.9,0.0,64.605,0.4750000000000085,SOFT,,,,,,,,,24.8,34.6,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Force India-Racing Point-Aston Martin,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
NOR,McLaren,Austrian GP,High-Downforce,18.9,70.9,939.6,0.0,65.62100000000001,0.8050000000000068,SOFT,21.2,55.0,939.4,0.0,65.087,0.7830000000000013,SOFT,23.3,38.6,941.9,0.0,64.95,0.8200000000000074,SOFT,,,,,,,,,24.8,34.6,940.5,0.0,SOFT,2020,2023-2026,0,1,42,McLaren,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
ALB,Red Bull Racing,Austrian GP,High-Downforce,18.6,71.7,939.7,0.0,65.701,0.8849999999999909,SOFT,21.5,53.9,939.4,0.0,65.453,1.149000000000001,SOFT,22.9,40.8,941.9,0.0,64.725,0.5949999999999989,SOFT,,,,,,,,,25.1,34.0,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Red Bull Racing,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
RIC,Renault,Austrian GP,High-Downforce,18.9,70.3,939.8,0.0,65.86,1.043999999999997,MEDIUM,21.9,52.5,939.3,0.0,64.972,0.6679999999999922,SOFT,23.3,38.9,942.0,0.0,65.088,0.9579999999999984,SOFT,,,,,,,,,24.8,34.6,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Alpine-Renault,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
MAG,Haas F1 Team,Austrian GP,High-Downforce,18.6,71.6,939.7,0.0,65.907,1.090999999999994,SOFT,21.5,53.9,939.4,0.0,65.678,1.3739999999999952,SOFT,23.4,38.4,942.0,0.0,65.648,1.518000000000001,SOFT,,,,,,,,,24.6,34.0,940.7,0.0,SOFT,2020,2023-2026,0,1,42,Haas F1 Team,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
LEC,Ferrari,Austrian GP,High-Downforce,18.1,71.4,939.7,0.0,65.924,1.108000000000004,MEDIUM,21.2,54.2,939.6,0.0,65.298,0.9939999999999998,SOFT,23.5,40.2,942.0,0.0,64.703,0.5730000000000075,SOFT,,,,,,,,,24.8,34.6,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Ferrari,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
STR,Racing Point,Austrian GP,High-Downforce,18.8,70.6,939.6,0.0,66.074,1.2579999999999956,SOFT,21.2,54.2,939.6,0.0,65.135,0.8310000000000031,SOFT,22.4,40.1,941.9,0.0,64.918,0.7880000000000109,SOFT,,,,,,,,,25.3,33.3,940.4,0.0,SOFT,2020,2023-2026,0,1,42,Force India-Racing Point-Aston Martin,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
VET,Ferrari,Austrian GP,High-Downforce,18.2,71.1,939.7,0.0,66.077,1.2609999999999957,MEDIUM,20.9,56.5,939.5,0.0,64.961,0.6569999999999965,SOFT,23.3,39.7,942.0,0.0,64.851,0.7210000000000036,SOFT,,,,,,,,,24.4,34.5,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Ferrari,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
OCO,Renault,Austrian GP,High-Downforce,18.1,71.4,939.7,0.0,66.27000000000001,1.4540000000000075,MEDIUM,21.8,52.2,939.3,0.0,65.41499999999999,1.11099999999999,SOFT,24.0,37.9,942.0,0.0,65.037,0.9070000000000108,SOFT,,,,,,,,,24.8,34.0,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Alpine-Renault,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
GIO,Alfa Romeo Racing,Austrian GP,High-Downforce,19.0,70.0,939.9,0.0,66.36,1.543999999999997,MEDIUM,21.3,53.8,939.5,0.0,65.608,1.304000000000002,SOFT,23.3,38.6,941.9,0.0,65.654,1.524000000000001,SOFT,,,,,,,,,24.5,34.0,940.6,0.0,SOFT,2020,2023-2026,0,1,42,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
RAI,Alfa Romeo Racing,Austrian GP,High-Downforce,18.0,72.0,939.6,0.0,66.365,1.5489999999999924,MEDIUM,21.3,53.8,939.5,0.0,66.19500000000001,1.8910000000000051,SOFT,23.3,38.6,941.9,0.0,65.773,1.643000000000001,SOFT,,,,,,,,,24.6,34.0,940.7,0.0,SOFT,2020,2023-2026,0,1,42,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
GAS,AlphaTauri,Austrian GP,High-Downforce,18.8,71.1,939.9,0.0,66.404,1.587999999999994,MEDIUM,20.6,56.2,939.6,0.0,66.016,1.7120000000000033,HARD,23.3,38.8,941.8,0.0,64.949,0.8190000000000026,SOFT,,,,,,,,,24.4,34.5,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
RUS,Williams,Austrian GP,High-Downforce,18.7,70.3,939.9,0.0,66.495,1.679000000000002,SOFT,21.2,54.2,939.6,0.0,66.125,1.820999999999998,SOFT,23.3,38.6,941.9,0.0,65.565,1.4350000000000025,SOFT,,,,,,,,,24.7,34.6,940.6,0.0,SOFT,2020,2023-2026,0,1,42,Williams,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
LAT,Williams,Austrian GP,High-Downforce,18.8,70.6,939.6,0.0,66.906,2.0900000000000034,SOFT,21.4,54.5,939.4,0.0,67.124,2.819999999999993,SOFT,21.8,40.8,942.1,0.0,67.049,2.919000000000011,SOFT,,,,,,,,,24.3,35.5,940.6,0.0,SOFT,2020,2023-2026,0,1,42,Williams,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
KVY,AlphaTauri,Austrian GP,High-Downforce,18.8,71.1,939.9,0.0,66.943,2.126999999999996,MEDIUM,21.3,53.8,939.5,0.0,65.44300000000001,1.13900000000001,SOFT,23.3,38.8,941.8,0.0,65.28999999999999,1.1599999999999966,SOFT,,,,,,,,,23.6,35.4,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
GRO,Haas F1 Team,Austrian GP,High-Downforce,18.0,74.1,939.3,0.0,75.91,11.093999999999994,MEDIUM,21.7,53.3,939.4,0.0,65.908,1.6039999999999992,SOFT,23.4,38.4,942.0,0.0,65.363,1.233000000000004,SOFT,,,,,,,,,24.4,34.5,940.5,0.0,SOFT,2020,2023-2026,0,1,42,Haas F1 Team,Race,Clockwise,4.32,10,Balanced-high speed,900,3,3,4,2.32,Flowing
HAM,Mercedes,Bahrain GP,High-Downforce,26.6,44.8,1017.1,0.0,89.033,0.0,MEDIUM,25.5,55.8,1019.1,0.0,88.971,0.0,SOFT,27.8,47.7,1015.5,1.0,88.618,0.2630000000000052,SOFT,,,,,,,,,25.8,59.5,1016.2,0.0,SOFT,2020,2023-2026,0,15,55,Mercedes,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
BOT,Mercedes,Bahrain GP,High-Downforce,26.6,44.8,1017.1,0.0,89.482,0.448999999999998,MEDIUM,25.6,52.9,1018.8,0.0,89.33600000000001,0.3650000000000091,SOFT,28.1,47.2,1015.5,0.0,88.721,0.3660000000000138,SOFT,,,,,,,,,25.8,59.5,1016.2,0.0,SOFT,2020,2023-2026,0,15,55,Mercedes,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
PER,Racing Point,Bahrain GP,High-Downforce,26.7,43.6,1017.1,1.0,90.0,0.9669999999999987,SOFT,25.6,52.9,1018.9,0.0,89.40299999999999,0.4319999999999879,SOFT,28.0,47.0,1015.4,0.0,89.672,1.3170000000000073,SOFT,,,,,,,,,25.8,59.7,1016.3,0.0,SOFT,2020,2023-2026,0,15,55,Force India-Racing Point-Aston Martin,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
SAI,McLaren,Bahrain GP,High-Downforce,26.7,42.6,1017.3,0.0,90.018,0.9849999999999994,SOFT,25.6,52.4,1018.6,0.0,90.271,1.2999999999999972,MEDIUM,27.7,47.8,1015.5,0.0,89.455,1.1000000000000083,SOFT,,,,,,,,,26.3,56.2,1016.0,0.0,SOFT,2020,2023-2026,0,15,55,McLaren,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
GAS,AlphaTauri,Bahrain GP,High-Downforce,26.5,45.8,1017.0,0.0,90.04899999999999,1.0159999999999911,MEDIUM,25.6,52.9,1018.8,0.0,89.551,0.5799999999999983,SOFT,27.7,48.0,1015.5,0.0,89.472,1.1170000000000044,SOFT,,,,,,,,,25.8,59.5,1016.2,0.0,SOFT,2020,2023-2026,0,15,55,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
VER,Red Bull Racing,Bahrain GP,High-Downforce,26.4,52.1,1017.1,0.0,90.294,1.2609999999999957,SOFT,25.6,51.7,1018.5,0.0,89.31800000000001,0.3470000000000084,MEDIUM,27.7,47.8,1015.5,0.0,88.35499999999999,0.0,SOFT,,,,,,,,,25.8,59.7,1016.3,0.0,SOFT,2020,2023-2026,0,15,55,Red Bull Racing,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
ALB,Red Bull Racing,Bahrain GP,High-Downforce,26.4,51.7,1017.0,0.0,90.302,1.2690000000000057,SOFT,25.6,51.7,1018.5,0.0,90.01400000000001,1.0430000000000064,MEDIUM,27.7,47.8,1015.5,0.0,89.01800000000001,0.6630000000000251,SOFT,,,,,,,,,25.8,59.7,1016.3,0.0,SOFT,2020,2023-2026,0,15,55,Red Bull Racing,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
OCO,Renault,Bahrain GP,High-Downforce,26.7,42.0,1017.2,0.0,90.384,1.350999999999999,SOFT,25.4,55.1,1019.0,0.0,90.085,1.11399999999999,SOFT,28.0,47.0,1015.4,0.0,89.691,1.3360000000000127,SOFT,,,,,,,,,25.8,59.7,1016.3,0.0,SOFT,2020,2023-2026,0,15,55,Alpine-Renault,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
STR,Racing Point,Bahrain GP,High-Downforce,26.7,43.0,1017.3,1.0,90.426,1.393000000000001,SOFT,25.6,52.9,1018.8,0.0,89.871,0.8999999999999915,SOFT,27.7,48.0,1015.5,0.0,89.66,1.3050000000000068,SOFT,,,,,,,,,26.0,58.6,1016.2,0.0,MEDIUM,2020,2023-2026,0,15,55,Force India-Racing Point-Aston Martin,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
RIC,Renault,Bahrain GP,High-Downforce,26.7,42.5,1017.2,0.0,90.508,1.4749999999999943,MEDIUM,25.4,55.1,1019.0,0.0,89.462,0.4909999999999996,SOFT,27.9,47.1,1015.5,0.0,89.684,1.3290000000000075,SOFT,,,,,,,,,25.8,59.7,1016.3,0.0,SOFT,2020,2023-2026,0,15,55,Alpine-Renault,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
LEC,Ferrari,Bahrain GP,High-Downforce,26.7,41.7,1017.3,0.0,90.589,1.5559999999999974,SOFT,25.5,52.5,1018.7,0.0,90.407,1.4359999999999928,SOFT,27.7,48.0,1015.5,0.0,90.183,1.8280000000000167,SOFT,,,,,,,,,26.0,58.6,1016.2,0.0,MEDIUM,2020,2023-2026,0,15,55,Ferrari,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
VET,Ferrari,Bahrain GP,High-Downforce,26.7,41.7,1017.3,0.0,90.628,1.5949999999999989,SOFT,25.6,52.4,1018.7,0.0,90.11,1.1389999999999958,SOFT,27.7,47.8,1015.5,0.0,89.85900000000001,1.504000000000019,SOFT,,,,,,,,,26.0,58.6,1016.2,0.0,MEDIUM,2020,2023-2026,0,15,55,Ferrari,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
GRO,Haas F1 Team,Bahrain GP,High-Downforce,26.3,56.9,1017.0,0.0,90.832,1.7989999999999924,SOFT,25.5,52.3,1018.6,0.0,91.119,2.147999999999996,MEDIUM,27.7,47.8,1015.5,0.0,90.652,2.2970000000000117,SOFT,,,,,,,,,26.5,56.1,1016.1,0.0,SOFT,2020,2023-2026,0,15,55,Haas F1 Team,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
MAG,Haas F1 Team,Bahrain GP,High-Downforce,26.5,44.3,1017.1,0.0,90.854,1.820999999999998,MEDIUM,25.5,52.3,1018.6,0.0,90.849,1.878,MEDIUM,27.9,47.1,1015.4,0.0,90.759,2.4040000000000106,SOFT,,,,,,,,,26.5,56.1,1016.1,0.0,SOFT,2020,2023-2026,0,15,55,Haas F1 Team,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
GIO,Alfa Romeo Racing,Bahrain GP,High-Downforce,26.7,44.0,1017.1,1.0,90.896,1.8629999999999995,SOFT,25.6,52.4,1018.7,0.0,90.627,1.6559999999999917,SOFT,27.7,47.8,1015.5,0.0,89.97,1.615000000000009,SOFT,,,,,,,,,26.5,56.1,1016.1,0.0,SOFT,2020,2023-2026,0,15,55,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
KVY,AlphaTauri,Bahrain GP,High-Downforce,26.5,46.8,1017.1,0.0,90.951,1.917999999999992,MEDIUM,25.5,52.3,1018.6,0.0,89.89999999999999,0.9289999999999878,MEDIUM,27.7,48.0,1015.5,0.0,89.58500000000001,1.2300000000000182,SOFT,,,,,,,,,25.8,59.5,1016.2,0.0,SOFT,2020,2023-2026,0,15,55,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
NOR,McLaren,Bahrain GP,High-Downforce,26.4,51.7,1017.0,0.0,91.392,2.3589999999999947,MEDIUM,25.5,53.0,1018.7,0.0,89.84100000000001,0.8700000000000045,SOFT,27.7,47.8,1015.5,0.0,89.567,1.2120000000000033,SOFT,,,,,,,,,25.8,59.7,1016.3,0.0,SOFT,2020,2023-2026,0,15,55,McLaren,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
LAT,Williams,Bahrain GP,High-Downforce,26.5,44.3,1017.1,0.0,92.472,3.438999999999993,HARD,25.6,53.1,1018.7,0.0,90.973,2.001999999999996,SOFT,28.0,47.5,1015.6,0.0,90.917,2.562000000000012,SOFT,,,,,,,,,26.4,56.3,1016.0,0.0,SOFT,2020,2023-2026,0,15,55,Williams,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
RAI,Alfa Romeo Racing,Bahrain GP,High-Downforce,,,,,,,,25.7,51.4,1018.4,0.0,90.928,1.9569999999999936,MEDIUM,27.7,47.8,1015.5,0.0,90.823,2.4680000000000035,SOFT,,,,,,,,,26.5,56.1,1016.1,0.0,SOFT,2020,2023-2026,0,15,55,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
RUS,Williams,Bahrain GP,High-Downforce,,,,,,,,25.4,55.1,1019.0,0.0,91.636,2.664999999999992,SOFT,28.0,47.8,1015.6,0.0,90.559,2.204000000000008,SOFT,,,,,,,,,26.0,58.6,1016.2,0.0,SOFT,2020,2023-2026,0,15,55,Williams,Race,Clockwise,5.41,15,Balanced-high speed,1120,4,7,4,2.77,Flowing
BOT,Mercedes,Belgian GP,High-Downforce,16.1,63.8,956.0,0.0,104.493,0.0,SOFT,18.0,61.1,954.7,0.0,104.162,0.4180000000000063,SOFT,15.1,72.3,957.4,0.0,103.813,0.5580000000000069,SOFT,,,,,,,,,16.3,63.2,957.8,0.0,SOFT,2020,2023-2026,0,7,48,Mercedes,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
HAM,Mercedes,Belgian GP,High-Downforce,16.2,63.8,956.1,0.0,104.562,0.0690000000000026,SOFT,17.9,59.2,954.8,0.0,103.84,0.0960000000000036,SOFT,15.9,68.5,957.2,0.0,103.255,0.0,SOFT,,,,,,,,,16.3,62.7,957.7,0.0,SOFT,2020,2023-2026,0,7,48,Mercedes,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
VER,Red Bull Racing,Belgian GP,High-Downforce,16.4,64.0,956.1,0.0,104.574,0.081000000000003,SOFT,18.0,60.8,954.6,0.0,103.744,0.0,SOFT,15.3,71.8,957.5,0.0,103.896,0.6410000000000053,SOFT,,,,,,,,,16.3,63.2,957.8,0.0,SOFT,2020,2023-2026,0,7,48,Red Bull Racing,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
PER,Racing Point,Belgian GP,High-Downforce,16.2,63.8,956.1,0.0,104.629,0.1360000000000099,SOFT,17.9,58.9,954.7,0.0,104.137,0.3930000000000007,SOFT,15.9,68.5,957.2,0.0,104.18,0.9250000000000114,SOFT,,,,,,,,,16.3,62.3,957.9,0.0,SOFT,2020,2023-2026,0,7,48,Force India-Racing Point-Aston Martin,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
STR,Racing Point,Belgian GP,High-Downforce,16.2,63.8,956.1,0.0,104.868,0.375,SOFT,17.7,64.5,954.7,0.0,104.678,0.9339999999999976,MEDIUM,15.9,69.0,957.3,1.0,103.988,0.7330000000000041,SOFT,,,,,,,,,16.3,62.3,957.9,0.0,SOFT,2020,2023-2026,0,7,48,Force India-Racing Point-Aston Martin,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
ALB,Red Bull Racing,Belgian GP,High-Downforce,16.2,64.0,956.1,0.0,105.049,0.5560000000000116,SOFT,17.9,59.2,954.8,0.0,104.134,0.3900000000000005,SOFT,15.9,68.5,957.2,0.0,103.731,0.4759999999999991,SOFT,,,,,,,,,16.3,62.3,957.9,0.0,SOFT,2020,2023-2026,0,7,48,Red Bull Racing,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
OCO,Renault,Belgian GP,High-Downforce,16.2,64.2,956.2,0.0,105.099,0.6060000000000088,SOFT,17.9,58.9,954.7,0.0,104.208,0.4639999999999986,SOFT,15.9,69.0,957.3,1.0,103.485,0.2300000000000039,SOFT,,,,,,,,,16.3,63.2,957.8,0.0,SOFT,2020,2023-2026,0,7,48,Alpine-Renault,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
SAI,McLaren,Belgian GP,High-Downforce,16.1,64.4,956.2,0.0,105.222,0.7289999999999992,SOFT,18.4,59.7,954.6,0.0,104.474,0.730000000000004,SOFT,15.9,69.0,957.3,1.0,104.006,0.7510000000000048,SOFT,,,,,,,,,16.3,62.3,957.9,0.0,SOFT,2020,2023-2026,0,7,48,McLaren,Race,Clockwise,7.0,20,High-speed,1500,4,7,9,2.86,Flowing
